ID|Title|Principal Investigator|Abstract|Justification|Target Object|Start Date|End Date|Status
334|Alert Notice 334: Possible New Nova/Dwarf Nova in Hya|Grzegorz Pojmanski|Observation of a possible new nova or dwarf nova discovered by the ASAS3V instrument.|Pojmanski reports that one star is located close to this position in the USNOB catalog, and the unobserved object was first detected by ASAS3V at RA = 10h 25m 22s DEC = -15d 42'.4 (assumed J2000) on Jan 26.245 UT at magnitude 12.219 in V.|ASAS102515|2006-01-28|2006-01-29|Archived
331|Alert Notice 331: Monitoring requested on Cepheid variable 1320-02 W Vir|Dr. George Wallerstein|Longtime AAVSO member and colleague Dr. George Wallerstein, University of Washington, has requested our assistance in monitoring the Cepheid variable W Vir in support of his scheduled observing later this month at Apache Point Observatory in Sunspot, New Mexico. Visual and CCD observations are requested. For PEP observers who can reach magnitude 10 or fainter, PEP-V observations are also requested.|Dr. Wallerstein will be observing with the 3.5-meter Astrophysical Research Consortium Telescope for one hour per night for 10 nights, starting January 18. His goal is to observe W Vir from minimum to well after maximum. Visual/CCD observations are essential to know where on the light curve his observations fall.|W Vir|2006-01-10|2006-02-05|Archived
335|Alert Notice 335: Recurrent nova 1744-06 RS Ophiuchi in outburst AND W Vir monitoring window extended to mid-April|N/A|The recurrent nova RS Oph is in outburst at visual magnitude 4.8; the last outburst of RS Oph occurred in January 1985. Observations request for both visual and CCDV; time-series observations would be very interesting. Also the monitoring interval of the Cepheid variable 1320-02 W Vir has been extended to mid-April 2006. Visual and CCD (with V filter) observations are requested.|N/A|1744-06 RS OPH; 1320-02 W Vir|2006-02-13|2006-02-14|Archived
317|Alert Notice 317: Request to monitor 0103+59 HT Cas, 0809-76 Z Cha, 1004-69 OY Car AND Request to monitor 2147+13 LS Peg AND Request to monitor 1743-12 V378 Ser (Nova Ser 2005)|Drs. Christopher Mauche, Lawrence Livermore National Laboratory, Peter Wheatley, University of Leicester, and Koji Mukai, NASA Goddard Space Flight Center|The researchers have obtained time on the ESA XMM-Newton X-ray multi-mirror telescope (XMM) to observe HT Cas, Z Cha, or OY Car in outburst. They have requested AAVSO's assistance in monitoring these stars closely to inform when any of them go into outburst.|Very prompt notification is essential, because the satellite requires 2-4 days to move to the target after the observations are triggered, and the superoutbursts of OY Car and Z Cha last only about 10 days, while the HT Cas outbursts last only a little more than 2 days.|0103+59 HT Cas; 0809-76 Z Cha; 1004-69 OY Car; 2147+13 LS Peg; 1743-12 V378 Ser|2005-06-03|2006-03-20|Archived
326|Alert Notice 326: Request to monitor 2035-01 AE Aqr for multiwavelength campaign AND Reminder to monitor HT Cas, Z Cha, and OY Car|Dr. Christopher Mauche|Request for assistance in monitoring the novalike intermediate polar AE Aquarii (2035-01 AE AQR), HT Cas, Z Cha, and OY Car in support of multiwavelength observations.|AAVSO observations are requested to correlate with these multiwavelength observations; visual observations are also encouraged. These observations are particularly critical during the HESS and MAGIC gamma-ray observations, since gamma-rays have been seen only when the source is 'flaring'.|2035-01 AE Aqr; 0103+59 HT Cas; 0809-76 Z Cha; 1004-69 OY Car|2005-08-24|2006-03-20|Archived
336|Alert Notice 336: CCD campaign to observe 1059+23 AH Leo|Dr. Pamela Gay|AAVSO Council member Dr. Pamela Gay, Harvard University, has requested our assistance in observing the RR Lyrae variable star AH Leo closely this spring and early summer. She is studying the Blazhko cycle and other periodicities in this star, and precise, well time-sampled observations are essential.|"AH Leo rises from and falls back to a minimum magnitude of about V = 14.35 every 0.466 day and the period is slowly evolving. Roughly every 25 days AH Leo's Blazhko cycle repeats itself, causing the star's amplitude to vary from deltaV = 0.5 to 1.2 magnitudes. To understand the star's every rise and fall, we need to observe each of these two cycles in detail. Perhaps most importantly, by covering the Blazhko cycle for multiple consecutive cycles we can say with certainty what repeats (or fails to repeat) when, and identify any additional, previously unknown, longer periodicities."|1059+23 AH Leo|2006-04-04|2006-04-05|Archived
332|Alert Notice 332: Request to monitor V426 Oph for XMM Newton observations|Dr. Darren Baskill, University of Leicester|Dr. Darren Baskill has requested optical observations of the cataclysmic variable star V426 Oph to coincide with upcoming XMM-Newton observations. The XMM-Newton observations hope to either find the modulation or an explanation for their absence.|Optical observations before, during and after the observing run are needed to correlate the X-Ray data with optical|V426 Oph|2006-01-18|2006-04-06|Archived
337|Alert Notice 337: 2107+44 V2362 Cygni = Nova Cygni 2006|N/A|Event: Nova in Cygnus. Discovery Magnitude: photographic magnitude 10.5, T-Max 400 film. Discovery Date: April 2.80667 UT. Position: R.A. (2000): 21h 11m 32.34s Decl. (2000): +44o 48' 03.9".|N/A|2107+44 V2362 CYG|2006-04-06|2006-04-07|Archived
338|Alert Notice 338: 1709-29 V2576 Ophiuchi - Nova Ophiuchi 2006 Number 2|N/A|Event: Nova in Ophiuchus discovered by Peter Williams|N/A|1709-29 V2576 Ophiuchi|2006-04-10|2006-04-11|Archived
339|Alert Notice 339: Far Ultraviolet Spectroscopic Explorer Cataclysmic Variable Survey AND Preliminary NGC 6811 Deep and Wide Field Campaign Announcement|Dr. Patrick Godon (Villanova University); Dr. Steve Howell (NOAO)|This Observing Campaign consists of two primary projects. The first part is a FUSE (Far Ultraviolet Spectroscopic Explorer) cataclysmic variable survey, which aims to observe cataclysmic variables with the orbiting FUSE observatory to help schedule the FUSE observing time and to obtain time series optical data simultaneously with the FUSE observations for correlation of the optical and ultraviolet data. The second project is a preliminary observing campaign centered around NGC 6811 in September 2006, with the goal of looking for new variable stars and possible exoplanet transits which will ultimately be observed by the NASA Kepler Discovery Space Mission.|The project helps in scheduling the FUSE observational time and capture data of cataclysmic variables. Discovering new star variables and possible exoplanet transits will not only expand our knowledge of astronomy but also aids the NASA Kepler mission.|Variable stars around NGC 6811|2006-07-06|2006-07-07|Archived
340|Alert Notice 340: Request to monitor 1744-06 RS Ophiuchi for multiwavelength campaign AND Correction|Dr. Mark Wagner|N/A|In AAVSO Alert Notice 340, observations of RS Oph were requested in support of multiwavelength observations to be made with the Chandra, Spitzer, and Swift satellites.|1744-06 RS OPH|2006-09-01|2006-09-02|Archived
341|Alert Notice 341: NGC 6811 Deep and Wide Field Campaign|Dr. Steve Howell|The AAVSO/CWST NGC 6811 Deep and Wide Field Campaign has begun. The Case-Western Schmidt Telescope (CWST) at Kitt Peak began observing the field on the evening of Sep. 1, 2006. This campaign is being coordinated with Dr. Steve Howell (NOAO).|N/A|NGC 6811|2006-09-01|2006-09-02|Archived
342|Alert Notice 342: Outburst of 2106-09 VY Aquarii - probably not a superoutburst|N/A|The SU UMa-type (possibly WZ Sge-type) cataclysmic variable VY Aqr is in outburst for the first time since 1994. The outburst was discovered by VSOLJ member Hiroyuki Maehara, Tokyo, Japan, who observed VY Aqr at 12.46V on October 7.5633 UT (announced via vsnet and baavss-alert), and confirmed by Patrick Schmeer, Bischmisheim, Germany, who reported it at visual magnitude 11.3 on October 7.749 UT. The outburst is probably not a superoutburst, according to observations reported to the AAVSO.|N/A|2106-09 VY AQR|2006-10-09|2006-10-10|Archived
343|Alert Notice 343: Rare outburst of 2320-08 EG Aquarii|N/A|The dwarf nova EG Aqr was reported in outburst by Rod Stubbings, Tetoora Road, Victoria, Australia, at visual magnitude 12.4 on November 08.48 UT, and was confirmed by Hiroyuki Maehara, Japan, at 13.08V on November 08.62986 UT. This outburst is only the third observed.|CCD observers are asked to carry out as long CCD time series runs (V filter) as possible, with a cadence such that each observation has at least S/N=50. If observations with more than one filter are possible, all should be made within the same S/N=50 constraint. Visual observations are welcome; please observe several times during the night and at regular, frequent intervals (~10 minutes).|2320-08 EG AQUARII|2006-11-10|2006-11-11|Archived
344|Alert Notice 344: 1138-57 V1605 Cen = Nova Centauri 2007|N/A|Event: Nova in Centaurus. Discovered by William Liller, Vina del Mar, Chile on films taken near Jan. 23.354 UT with an approximate magnitude of 8.2 using an 85-mm focal length camera lens and an orange filter. The star position was determined by various investigators. A low-resolution spectrum by Heathcote shows strong H_alpha emission and it is reported to be a classical nova near maximum.|N/A|1138-57 V1065 CEN|2007-01-26|2007-01-27|Archived
345|Alert Notice 345: Request to monitor cataclysmic variables for radio observations|Dr. Christian Knigge|Dr. Knigge, University of Southampton, England, has requested our assistance in monitoring ten dwarf novae cataclysmic variables as part of a search for radio jet formation during outbursts. Rapid optical detection of an outburst onset will be used to trigger target-of-opportunity (TOO) observations with both radio telescopes to study the behavior of dwarf novae outbursts in the radio region of the spectrum, and to determine whether CV systems are capable of forming radio jets similar to those observed in X-ray bursters and other X-ray binaries.|Rapid reporting of observations is critical to the success of this project. Observers are requested to report observations within one hour to the AAVSO using WebObs or EmailObs, especially if an object appears to be in transition to outburst. Quiescent and full outburst observations are also important, so please report all observations promptly.|RX AND; U GEM; SU UMA; YZ CNC; Z CAM; SY CNC; EX DRA; EM CYG; AB DRA; SS CYG|2007-02-15|2007-02-16|Archived
346|Alert Notice 346: 1651-32 V1280 Sco = Nova Scorpii 2007|N/A|This nova, discovered at 9th magnitude 12 days ago, has brightened dramatically in the past few days to 3rd magnitude, becoming one of the brightest novae in the past several years. It has gained the attention of the professional community and will be observed by numerous satellites, including Chandra, Swift, and INTEGRAL.|N/A|1651-32 V1280 SCO|2007-02-16|2007-02-17|Archived
347|Alert Notice 347: 1650-35 V1281 Sco = Nova Scorpii 2007 No. 2|N/A|Event: Nova in Scorpius|N/A|1650-35 V1281 Sco;Nova Scorpii 2007 No. 2|2007-02-22|2007-02-23|Archived
348|Alert Notice 348: Observe HMXBs; monitor AR UMa; update on Alert Notice 345|Dr. Gordon Sarty|Dr. Gordon Sarty, University of Saskatchewan, Canada, has requested our assistance in obtaining BVRI photometry (or any subset thereof) of four (4) High Mass X-ray Binaries (HMXBs) for the months of April and May 2007. Dr. Sarty will acquiring spectroscopy of the four HMXBs, for the purpose of measuring their radial velocities, with the Dominion Astrophysical Observatory (DAO) 1.85-m Plaskett telescope, in Victoria, BC, Canada, from April 24 to May 2.|The object is to determine the orbital periods of the HMXBs. Optical photometry will also reveal other periods and variation due to mass transfer, pulsations, and other effects.|1936+541; J2030.5+4751; 2202+501; 2206+543|2007-04-06|2007-04-07|Archived
349|Alert Notice 349: Outburst of GW Lib|Rod Stubbings|Reports an extremely rare outburst of the cataclysmic variable GW Lib now in progress. The outburst was detected visually at magnitude 13.8 at 11:51 UT on April 12, 2007, and has risen by at least two magnitudes in the past six hours. The most recent observations place GW Lib on April 12.6590 UT at magnitude 11.8 (visual, Stubbings) and on April 12.6694 UT at 11.86 (CV, Peter Nelson, Ellinbank, Victoria, Australia).|GW Lib has been classified as either a recurrent nova, or a WZ Sge star, but it is not yet known which of these is correct. Visual observations and V-band time-series photometry of this rare outburst are urgently requested.|1514-24 GW LIB|2007-04-12|2007-04-13|Archived
350|Alert Notice 350: Exoplanet Transit Search For GJ 436|Dr. Greg Laughlin|Observations are requested for GJ 436 to detect transits of known and unknown extrasolar planets. A Neptune mass planet with an eccentric orbit around the M2V class star in question was recently detected. The presence of an eccentric orbit suggests other planets in the system, which could potentially be discovered through transit.|The radial velocity data for the star suggests that the transiting planet has a significant eccentricity. The tidal circularization timescale is quite short, and the presence of an eccentric orbit indicates the presence of additional planets in the system. These can potentially be detected through transit. Precise timing of the transits of the known transiting planet might point to the existence of more planets.|1137+27 GJ 436|2007-06-06|2007-06-07|Archived
351|Alert Notice 351: Campaign for a New Eclipsing Cepheid|Pojmanski, G., Pilecki, B., Szczygiel, D. 2005, AcA 55, 275 and Antipin, S.V., Sokolovsky, K. V. and Ignatieva, T. I. 2007, astro-ph/0705.0605|Pojmanski et al. discovered this cepheid several years ago in the course of the ASAS survey. Antipin and collaborators independently discovered the variable on Moscow archive plates. It can also be found in the NSVS (Wozniak et al. 2004, AJ 127, 2436). The light curve looks like a typical cepheid with period 4.1523 days. After three years, it was apparent that the system was exhibiting eclipses with period 51.38 days.|This is the first known galactic eclipsing binary cepheid. ASAS182612 is a bright (11th mag), easy target with a good reference frame. The amplitude of the cepheid pulsation is about 0.5mag, difficult for visual observers, so this campaign is primarily for CCD and PEP observers. The primary eclipse is about 0.3mag deep, and a secondary eclipse is suspected with perhaps 0.2mag depth. High-precision, multicolor photometry over several eclipse cycles would be beneficial in understanding the system.|TYC 1031 01262 1; ASAS 182611+1212.6; 1821+12B (Harvard Designation); ASAS182612 (AAVSO name)|2007-06-08|2007-06-09|Archived
352|Alert Notice 352: V390 Nor = Nova Normae 2007|William Liller|Nova in Norma|N/A|1625-44 V390 NOR|2007-06-20|2007-06-21|Archived
357|Alert Notice 357: Outburst of HS 2331+3905|N/A|The WZ Sge-candidate HS 2331+3905 is currently undergoing its first observed outburst. The outburst was detected by Hiroyuki Mehara of Japan and reported via VSNET, and confirmed by Makoto Uemura at the Higashi-Hiroshima Observatory.|Observers are strongly encouraged to observe this object intensely during this ouburst. Both visual and CCD observations are needed to follow the outburst itself. CCD time series (preferably filtered, if available) will be needed to track the expected emergence and evolution of superhumps, and filtered CCD time series observations of this object will be needed to measure color changes in this object during the course of the outburst.|2328+38 HS2331+390|2007-09-05|2007-09-06|Archived
356|Alert Notice 356: Request to monitor PQ Andromedae for HST Observations|Dr. Paula Szkody|Monitoring of nova PQ Andromedae for upcoming Hubble Space Telescope observations. The objective is to focus on the two weeks prior to the observing window, and intensive monitoring during the 24-48 hour period when the observations will be done.|PQ Andromedae is part of a larger study of pulsating white dwarf primaries in cataclysmic variables. Szkody and collaborators are investigating the effects that higher temperatures and larger rotation velocities caused by accretion have on the pulsation behavior. AAVSO observations are needed to ensure that the object is indeed faint when observed with HST, as it could damage the instrument if it were to go into outburst. AAVSO observations will be used to make a 'go'/'no go' decision when the observing window opens, and will also be used in the analysis of the resulting data.|PQ Andromedae|2007-08-27|2007-09-16|Archived
358|Alert Notice 358: Monitoring of Mira (omi Cet) in support of HST Observations|Dr. Margarita Karovska|A comprehensive study of the Mira AB interacting system using the WFPC2 camera on the Hubble Space Telescope.|The main objectives of the HST/WFPC2 observations are to determine the properties of the material ejected in December 2004 in the Mira AB system; the physical characteristics of mass transfer in this system; and the response of the system to increased accretion.|omi Cet; VZ Cet|2007-09-17|2007-09-18|Archived
354|Alert Notice 354: Extending Request to Observe HMXBs in Support of Radial Velocity Observations|Dr. Gordon Sarty|Dr. Sarty has requested assistance from AAVSO observers in monitoring four High Mass X-ray Binaries (HMXBs) in support of his spectroscopic observations. The observations period will cover several weeks from August to September 2007. The object is to determine the orbital periods of the HMXBs, as well as other variations and periods.|HMXBs consist of an exotic neutron star or black hole in orbit around a traditional, more massive star, with many exhibiting variable star properties due to the transferring of mass between star types. Amateur observations of HMXBs are valuable in understanding their true orbital period distribution.|1936+541; J2030.5+4751; 2202+501; 2206+543|2007-08-13|2007-09-30|Archived
359|Alert Notice 359: Request to monitor SDSS074545 for HST Observations|Dr. Paula Szkody (University of Washington)|Dr. Paula Szkody (University of Washington) has requested our help in monitoring the cataclysmic variable SDSS074545 (SDSS J074531.92+453829.5) for upcoming Hubble Space Telescope observations. The HST observations are scheduled to be made during the week of 2007 October 29 -- November 03 UT.|SDSS074545 is a cataclysmic variable not previously seen in outburst, and is being observed as part of a larger study of pulsating white dwarf primaries in cataclysmic variables. In particular, Szkody and collaborators are investigating the effects that higher temperatures and larger rotation velocities caused by accretion have on the pulsation behavior.|SDSS074545|2007-10-19|2007-11-03|Archived
360|Alert Notice 360: Request to Monitor U Gem and SS Cyg for Radio Observations|Dr. Elmar Koerding, University of Southampton, England|Dr. Elmar Koerding, University of Southampton, England, and his collaborators have requested our assistance in a continuing project to monitor two dwarf novae -- U Geminorum (0749+22) and SS Cygni (2138+43) -- in support of radio observations with the MERLIN and VLA telescopes.|Koerding and collaborators are attempting to detect and characterize radio emission from dwarf novae during outbursts. Rapid optical detection of an outburst onset will be used to trigger target-of-opportunity (TOO) observations with the MERLIN Array at Jodrell Bank, UK and with the NRAO Very Large Array (VLA) in New Mexico. Observations of SS Cygni during the first campaign yielded important new results, and a paper on those observations will be submitted for publication in late 2007.|U Geminorum (0749+22); SS Cygni (2138+43)|2007-11-05|2007-11-06|Archived
361|Alert Notice 361: Request to monitor SDSS091908 for HST Observations|Dr. Paula Szkody (University of Washington)|Dr. Paula Szkody and collaborators have requested our help in monitoring the cataclysmic variable SDSS091908 for upcoming Hubble Space Telescope observations. The HST observations are scheduled to be made on or about the afternoon of 2007 November 14.|SDSS091908 is a cataclysmic variable not previously seen in outburst, and is being observed as part of a larger study of pulsating white dwarf primaries in cataclysmic variables. AAVSO observations are requested to ensure that the object remains in quiescence when observed with HST, as it could damage the instrument if it were to go into outburst. AAVSO observations will be used to make a 'go'/'no go' decision and will also be used in the analysis of the resulting data.|SDSS091908 (SDSS J091945.11+085710.0)|2007-11-07|2007-11-14|Archived
362|Alert Notice 362: Nova in Puppis [Nova Pup 2007 = V597 Pup]|N/A|Event: Nova in Puppis. Discovered By: Alfredo Jose Serra Pereira, Carnaxide, Portugal (IAU Circular No. 8895). Discovery Date: 2007 November 14.23 UT (JD 2454418.73). Discovery Magnitude: approximately 7.0 (visual estimate). Position details along with various observation and measurement details of the Nova.|N/A|Nova Pup 2007; V597 Pup|2007-11-14|2007-11-15|Archived
363|Alert Notice 363: Supernova SN 2007sr in NGC 4038|N/A|The optical transient in NGC 4038 discussed in AAVSO Special Notice #84 has been identified as a supernova of Type Ia, and given the name SN 2007sr. Umbriaco et al. have determined the supernova is a few days past maximum light based upon spectroscopic template fitting.|N/A|SN 2007sr|2007-12-20|2007-12-21|Archived
364|Alert Notice 364: Nova Vulpeculae 2007 No. 2 = V459 Vul|N/A|Alert Notice 364 reports the discovery and observation of Nova Vulpeculae 2007 (V459 Vul). The event was independently discovered by Japanese observers Hiroshi Kaneda and Akihiko Tago. Preliminary spectroscopy indicates the object is a classical nova. The notice includes details about the discovery, position, magnitude, and follow-up observations.|N/A|V459 VUL|2007-12-26|2007-12-27|Archived
365|Alert Notice 365: Request to Monitor EF Eri for Hubble Space Telescope Observations|Dr. Paula Szkody (University of Washington)|Observations are requested to ensure that EF Eri is fainter than the safe observing threshold during the HST observing window on 2008 January 17 UT. AAVSO observers are asked to begin monitoring this star nightly beginning immediately, and to monitor this object intensely immediately prior to and during the observing window beginning 2008 January 17 01:30 UT (JD 2454482.5625) and continuing through the closing of the observing window at 2008 January 17 16:15 UT (JD 2454483.1771).|EF Eri is an intermediate polar. Time-resolved spectroscopy with the Hubble Space Telescope will be used to investigate the physical origin of ultraviolet variability observed with the GALEX satellite in 2004 (also by Szkody et al).|EF Eri|2008-01-06|2008-01-07|Archived
367|Alert Notice 367: Monitoring of the Recurrent Nova U Scorpii|Dr. Bradley E. Schaefer (Louisiana State University)|Requests increased monitoring of the recurrent nova U Scorpii (AAVSO 1616-17) over the next 24 months. Observers are asked to add U Sco to their regular observing program and to monitor the star in advance of an outburst predicted to occur around 2009.3 +/- 1.0 year.|Schaefer predicts that because the nova outburst occurs after a certain amount of material collects on the white dwarf, and because the quiescent brightness of the star follows the mass accretion rate, we can predict when the accreted mass reaches the nova ignition point.|U Scorpii|2008-01-22|2008-01-23|Archived
366|Alert Notice 366: Request to monitor SDSS133948 for HST Observations|Dr. Paula Szkody (University of Washington)|Monitoring the cataclysmic variable SDSS133948 (SDSS J133941.11+484727.5) for upcoming Hubble Space Telescope observations.|SDSS133948 is a cataclysmic variable not previously seen in outburst, and is being observed as part of a larger study of pulsating white dwarf primaries in cataclysmic variables. Observations are required to ensure the object remains in quiescence when observed, and will be used to make a 'go'/'no go' decision for HST observations. The observations will also contribute to the analysis of the resulting data.|SDSS133948; AAVSO Designation 1335+49|2008-01-18|2008-01-25|Archived
368|Alert Notice 368: Major Outburst of EX Lup|N/A|The pre main-sequence eruptive variable EX Lup appears to be undergoing a major outburst, exceeding the previous brightest maximum recorded in 1955. Albert Jones reports that EX Lup reached a visual magnitude of 7.9 on 2008 Jan 29.66 UT.|N/A|EX Lup|2008-01-29|2008-01-30|Archived
369|Alert Notice 369: Outburst of AQ CMi|Rod Stubbings|Rod Stubbings (Tetoora Road, Victoria, Australia) reports via VSNET (vsnet-alert 9869) that the rarely outbursting UGSU star AQ CMi is in outburst. Stubbings reports that AQ CMi was at m(vis) = 14.6 on JD 2454496.978 (2008 Jan 31 11:28 UT). It is unclear whether the current outburst is a normal outburst or a superoutburst. The last confirmed normal outburst occurred on February 28, 2000, and the last confirmed superoutburst occurred in March 1997, nearly 11 years ago. Visual and CCD observations of this star are urgently requested, with an emphasis on CCD time-series observations if such are possible.|N/A|AQ CMi|2008-01-31|2008-02-01|Archived
370|Alert Notice 370: GJ 436 Extrasolar Planet Transit Campaign|Dr. Greg Laughlin|Observations of the extrasolar planetary system around GJ 436 are requested to help explain anomalous changes in the transiting properties of a "hot Neptune" type planet (GJ 436b).|A recent paper published to ArXiv by Ribas, Font-Ribera and Beaulieu suggests that a previously undetected 5-Earth mass planet may exist elsewhere in the GJ 436 system and that its gravity may be the cause of the anomalies.|GJ 436|2008-02-12|2008-02-13|Archived
372|Alert Notice 372: Possible naked-eye gamma ray burst detected (GRB 080319B)|N/A|The intense gamma-ray burst GRB 080319B was detected in gamma ray, x-ray, optical light, and early indications by two automated cameras suggest that the optical afterglow of the burst may have briefly reached naked-eye visibility (mag ~ 5.76, GCN 7445, Cwiok et al) within 60 seconds of the onset. It is highly unlikely the burst was caught visually, but it is possible the burst may have been detected if any observers were monitoring this area of the sky (e.g. for minor planet searching).|N/A|GRB 080319B|2008-03-19|2008-03-20|Archived
374|Alert Notice 374: Nova Cygni 2008 = V2468 Cyg|N/A|V2468 Cyg (Nova Cyg 2008) was announced on March 8, 2008, in Central Bureau for Astronomical Telegrams Circular No. 8928 (Daniel W. E. Green, editor) and AAVSO Special Notice #98 (E. Waagen). The nova was discovered by Hiroshi Kaneda, Minami-ku, Sapporo, Japan (reported via S. Nakano, Sumoto, Japan), at magnitude 8.2 +/- 0.3 on unfiltered CCD images taken March 7.801 UT. N Cyg 08 was subsequently given the name V2468 Cyg by N. N. Samus, Institute of Astronomy, Moscow (IAU Circular No. 8928, Daniel W. E. Green, ed.).|N/A|V2468 CYG; N CYG 08; Nova Cyg 2008; VSX J195833.5+295211|2008-03-31|2008-04-01|Archived
371|Alert Notice 371: Support for XMM-Newton Observations of SS Aurigae|Dr. Patrick Godon (Villanova University / STScI)|Requests observations of the dwarf nova SS Aurigae during the next several weeks in support of XMM-Newton X-ray observations. The aim is to determine whether the star was in outburst or quiescence during the observation scheduled for 2008 March 22/23 UT.|Observations before, during, and after the scheduled X-ray observations will be used in their final analysis. Time-series are not required; filters and a S/N of 50 or higher if can be achieved in reasonable time.|SS Aurigae|2008-03-06|2008-04-05|Archived
373|Alert Notice 373: Support for XMM-Newton Observations of SS Aurigae|Dr. Patrick Godon (Villanova University / STScI)|Requests observations of the dwarf nova SS Aurigae during the next several weeks in support of XMM-Newton X-ray observations.|Nightly visual and instrumental observations are needed to determine whether the star was in outburst or quiescence during the observation scheduled for 2008 April 07 UT. Observations before, during, and after the scheduled X-ray observations will be used in their final analysis.|SS Aurigae (AAVSO Designation 0605+47)|2008-03-28|2008-04-21|Archived
375|Alert Notice 375: V576 Carinae|Michael Sallman|The unique variable V576 Car (AUID 000-BFQ-470) is located at: 08:19:15.71 -60:10:00.6 (J2000) (proper motion 136mas/yr in RA and -22mas/yr in Dec, moving pretty rapidly to the east). It is an infrared source (IRAS 08182-6000), and at the time of the paper, had been increasing in brightness for over a decade. We would like to initiate a monitoring campaign for this object at all wavelengths.|A paper by Couch, Lloyd Evans and Sarre (2003MNRAS.346..153C) indicate that this star had been increasing in brightness for over a decade. They classified it as a post-AGB star surrounded by cool dust. No time series to look for quasi-periodic oscillations have been acquired; no recent spectra are available; no obvious non-photographic deep image is available.|V576 Carinae|2008-04-21|2008-04-22|Archived
376|Alert Notice 376: Request to monitor SDSS J151413.72+454911.9 for HST Observations|Dr. Paula Szkody (University of Washington)|Dr. Paula Szkody and collaborators have requested our help in monitoring the cataclysmic variable SDSS151445 for upcoming Hubble Space Telescope observations. Dr. Szkody requests nightly monitoring of this source beginning immediately, and continuing through 2008 May 10 UT at least. A follow-up AAVSO Special Notice will be issued when the HST observing window has been set.|This star is a cataclysmic variable not previously seen in outburst, and is being observed as part of a larger study of pulsating white dwarf primaries in cataclysmic variables. Szkody and collaborators are investigating the effects that higher temperatures and larger rotation velocities caused by accretion have on the pulsation behavior.|SDSS J151413.72+454911.9|2008-04-23|2008-05-10|Archived
378|Alert Notice 378: Request to monitor RE J1255+266 for HST Observations|Dr. Paula Szkody|Monitoring request for the cataclysmic variable RE J1255+266 for upcoming Hubble Space Telescope observations.|This star, a cataclysmic variable not previously seen in outburst, is being observed as part of a larger study of pulsating white dwarf primaries in cataclysmic variables. Szkody and collaborators are investigating the effects that higher temperatures and larger rotation velocities caused by accretion have on the pulsation behavior.|RE J1255+266|2008-05-05|2008-05-15|Archived
380|Alert Notice 380: Nova in Ophiuchus|N/A|The event involves the discovery of a nova in Ophiuchus, spotted by several Japanese observers. The nova was discovered on 2008 May 25 and also maintains around m(vis) ~ 10.2. Currently, the spectra for this object have not been published so the nova type is not known.|N/A|N OPH 2008|2008-05-27|2008-05-28|Archived
381|Alert Notice 381: Second possible nova in Ophiuchus - Nova Oph 2008 No. 2|K. Nishiyama, Kurume, Fukuoka-ken, Japan, and F. Kabashima, Miyaki-cho, Saga-ken, Japan|Event of a possible second nova in Ophiuchus in 2008|N/A|N OPH 2008 NO. 2; VSX J173329.6-270116|2008-05-31|2008-06-01|Archived
382|Alert Notice 382: Outburst of the symbiotic star CI Cygni|N/A|We urgently request visual observations and instrumental photometry of the outbursting symbiotic variable star CI Cygni, beginning immediately (2008 August 31; JD 2454710) and continuing for at least the next several weeks as the outburst evolves.|Both visual observations and instrumental photometry of this event are strongly encouraged. Filtered time series observations are especially encouraged, particularly if the system goes into eclipse during the outburst. Calibrated, filtered photometry may provide constraints on the physical properties of the primary and secondary stars in this system if and when the outburst source is eclipsed.|CI Cygni|2008-08-31|2008-09-01|Archived
383|Alert Notice 383: Nova Scorpii 2008|N/A|Event: Nova in Scorpius. Discovered by K. Nishiyama (Kurume, Fukuoka-ken, Japan) and F. Kabashima (Miyaki-cho, Saga-ken, Japan); Y. Sakurai (Mito, Ibaraki-ken, Japan); and Guoyou Sun (Qufu, Shandong, China) and Xing Gao (Urumqi, Xinjiang, China). The discovery date was 2008 September 02.4594 UTC (JD 2454711.9594) with a discovery magnitude of m = 9.5 (unfiltered). The object was announced as a nova in IAU Circular 8972. This is a classical nova and has been given the formal variable star designation 'V1309 Sco'.|N/A|V1309 Sco|2008-09-02|2008-09-03|Archived
384|Alert Notice 384: Outburst of GK Persei|N/A|The cataclysmic variable GK Persei appears to be entering another outburst. The object began a slow rise on or about 2008 September 10 UT (JD 2454719.5), rising nearly one magnitude above its typical quiescent level of m(vis) = 13, to near m(vis) = 12.2 at present (2008 September 24 UT, JD 2454733.5). This rate of brightening is typical of past outbursts, and suggests a rise to full outburst may occur soon.|However, this activity comes much sooner than expected based on past intervals between outbursts, and the last outburst (2006 December 5, JD 2454075) reached a much fainter maximum than normal -- about m(vis)=11.5, more than one magnitude fainter than the typical m(vis)=10.5-10.0. Observers are asked to closely follow GK Persei at all wavelengths during the current outburst, however it may evolve. Both visual and filtered CCD photometry are strongly encouraged.|GK Persei|2008-09-10|2008-09-11|Archived
388|Alert Notice 388: Nova Mus 2008 = QY Mus|W. Liller|Nova in Musca discovered by W. Liller. The position was provided by Peter Nelson and Vello Tabur has prediscovery photometry of the object. Peter Nelson observed the nova in B and V filters and several visual magnitudes have also been submitted to the AAVSO.|N/A|QY MUS|2008-09-28|2008-09-29|Archived
